System Time,RDTSC,Elapsed Time (sec),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,Package Power Limit_0(Watt),GT Frequency(MHz)
01:56:28:324,889104055484,0.110288, 2500,   4.412,   0.449,   0.125,   1.462,   0.149,   0.041, 54,0,47,  200
01:56:28:425,889355963971,0.211285, 2500,   8.230,   1.281,   0.356,   2.826,   0.434,   0.121, 54,0,47,  250
01:56:28:523,889600380723,0.309278, 2500,   3.121,   1.586,   0.441,   0.539,   0.487,   0.135, 53,0,47,  250
01:56:28:625,889853605488,0.410802,  800,   2.754,   1.866,   0.518,   0.488,   0.537,   0.149, 53,0,47,  200
01:56:28:725,890104262748,0.511297, 2500,  11.834,   3.055,   0.849,   6.516,   1.192,   0.331, 55,0,47,  200
01:56:28:823,890348609007,0.609262, 3000,  11.263,   4.159,   1.155,   5.246,   1.705,   0.474, 56,0,47,  200
01:56:28:926,890605662813,0.712321,  800,   3.764,   4.546,   1.263,   0.974,   1.806,   0.502, 54,0,47,  200
01:56:29:023,890846596627,0.808918, 2500,   2.186,   4.758,   1.322,   0.359,   1.841,   0.511, 53,0,47,  200
01:56:29:127,891106478601,0.913112, 2500,   6.335,   5.418,   1.505,   2.059,   2.055,   0.571, 54,0,47,  200
01:56:29:227,891354923075,1.012719,  800,   1.874,   5.604,   1.557,   0.274,   2.082,   0.578, 52,0,47,  200
01:56:29:325,891598543743,1.110394, 2500,   4.628,   6.056,   1.682,   1.548,   2.234,   0.620, 53,0,47,  200
01:56:29:425,891850182139,1.211282, 2500,   6.032,   6.665,   1.851,   1.926,   2.428,   0.674, 54,0,47,  200
01:56:29:523,892093289679,1.308750, 2500,   6.218,   7.271,   2.020,   1.991,   2.622,   0.728, 55,0,47,  200
01:56:29:623,892342414219,1.408631, 2500,   6.752,   7.945,   2.207,   2.339,   2.856,   0.793, 54,0,47,  200
01:56:29:728,892604078525,1.513539,  800,   2.414,   8.199,   2.277,   0.538,   2.912,   0.809, 54,0,47,  200
01:56:29:823,892842869847,1.609277, 2500,   5.775,   8.752,   2.431,   1.837,   3.088,   0.858, 53,0,47,  200
01:56:29:923,893092317368,1.709287, 2500,   6.789,   9.431,   2.620,   2.343,   3.322,   0.923, 54,0,47,  200
01:56:30:024,893342185563,1.809465,  800,   1.528,   9.584,   2.662,   0.193,   3.341,   0.928, 53,0,47,  200
01:56:30:123,893591083623,1.909255, 2500,   6.452,  10.227,   2.841,   1.817,   3.523,   0.979, 54,0,47,  250
01:56:30:223,893840534533,2.009266, 2500,   4.662,  10.694,   2.970,   1.081,   3.631,   1.009, 53,0,47,  200
01:56:30:325,894094995797,2.111287, 2500,   2.224,  10.921,   3.034,   0.331,   3.665,   1.018, 53,0,47,  200
01:56:30:423,894339365723,2.209261, 2500,   3.452,  11.259,   3.127,   0.883,   3.751,   1.042, 54,0,47,  200
01:56:30:525,894593890388,2.311306,  800,   3.301,  11.596,   3.221,   0.776,   3.830,   1.064, 53,0,47,  200
01:56:30:623,894838208169,2.409260, 2500,   1.930,  11.785,   3.274,   0.232,   3.853,   1.070, 52,0,47,  200
01:56:30:723,895087187797,2.509082, 3200,  12.546,  13.037,   3.621,   5.816,   4.434,   1.232, 56,0,47,  250
01:56:30:823,895337024022,2.609248, 2800,  11.339,  14.173,   3.937,   5.122,   4.947,   1.374, 55,0,47,  200
01:56:30:923,895585823097,2.708998, 2500,   9.897,  15.160,   4.211,   4.150,   5.361,   1.489, 55,0,47,  200
01:56:31:024,895837560049,2.809926, 2500,   5.902,  15.756,   4.377,   2.109,   5.573,   1.548, 54,0,47,  200
01:56:31:124,896085933469,2.909506, 3000,  13.169,  17.067,   4.741,   6.680,   6.239,   1.733, 58,0,47,  200
01:56:31:228,896345207450,3.013455,  800,   7.128,  17.808,   4.947,   2.794,   6.529,   1.814, 55,0,47,  200
01:56:31:323,896584211099,3.109278, 2500,   3.406,  18.134,   5.037,   0.873,   6.613,   1.837, 55,0,47,  200
01:56:31:423,896833570663,3.209253, 2500,   3.817,  18.516,   5.143,   0.815,   6.694,   1.859, 55,0,47,  200
01:56:31:523,897083080895,3.309288, 2500,   1.955,  18.712,   5.198,   0.206,   6.715,   1.865, 54,0,47,  200
01:56:31:627,897342012127,3.413101, 2500,   3.927,  19.119,   5.311,   0.856,   6.804,   1.890, 54,0,47,  200
01:56:31:728,897592517863,3.513535,  800,   2.160,  19.336,   5.371,   0.403,   6.844,   1.901, 54,0,47,  200
01:56:31:827,897839885441,3.612711, 3000,   3.089,  19.643,   5.456,   1.056,   6.949,   1.930, 54,0,47,  200
01:56:31:928,898091370213,3.713538,  800,   1.283,  19.772,   5.492,   0.074,   6.956,   1.932, 52,0,47,  200
01:56:32:023,898328380986,3.808562, 2700,  17.332,  21.419,   5.950,  11.405,   8.040,   2.233, 58,0,47,  200
01:56:32:127,898588149823,3.912710, 3000,  17.713,  23.264,   6.462,  10.454,   9.129,   2.536, 58,0,47,  200
01:56:32:224,898830225631,4.009764, 2500,  10.825,  24.314,   6.754,   4.810,   9.596,   2.665, 56,0,47,  250
01:56:32:325,899083333713,4.111242, 2500,  14.221,  25.758,   7.155,   6.487,  10.254,   2.848, 55,0,47,  350
01:56:32:423,899328004038,4.209336,  800,  10.627,  26.800,   7.444,   4.123,  10.658,   2.961, 55,0,47,  350
01:56:32:523,899576694299,4.309043, 2500,   4.047,  27.203,   7.557,   0.979,  10.756,   2.988, 55,0,47,  350
01:56:32:623,899826706407,4.409280, 2500,   3.873,  27.592,   7.664,   1.060,  10.862,   3.017, 54,0,47,  300
01:56:32:726,900081492145,4.511430, 2500,   5.981,  28.203,   7.834,   2.001,  11.067,   3.074, 54,0,47,  250
01:56:32:828,900336181775,4.613541,  800,   1.596,  28.366,   7.879,   0.160,  11.083,   3.079, 53,0,47,  250
01:56:32:928,900585590413,4.713536,  800,   1.057,  28.471,   7.909,   0.010,  11.084,   3.079, 54,0,47,  250
01:56:33:026,900831342807,4.812065, 2500,   1.188,  28.588,   7.941,   0.084,  11.092,   3.081, 53,0,47,  250
01:56:33:124,901075976088,4.910144,  800,   3.954,  28.976,   8.049,   0.835,  11.174,   3.104, 54,0,47,  200
01:56:33:223,901322418925,5.008950,  800,   2.588,  29.232,   8.120,   0.433,  11.217,   3.116, 54,0,47,  200
01:56:33:324,901573591200,5.109651,  800,   1.763,  29.409,   8.169,   0.126,  11.230,   3.119, 53,0,47,  200
01:56:33:426,901828967038,5.212038,  800,   1.078,  29.520,   8.200,   0.010,  11.231,   3.120, 53,0,47,  200
01:56:33:528,902082102688,5.313527,  800,   1.051,  29.627,   8.230,   0.011,  11.232,   3.120, 52,0,47,  200
01:56:33:628,902331536838,5.413531,  800,   1.358,  29.762,   8.267,   0.066,  11.239,   3.122, 53,0,47,  200
01:56:33:723,902568478102,5.508528, 2500,   6.056,  30.338,   8.427,   2.476,  11.474,   3.187, 55,0,47,  200
01:56:33:828,902830388763,5.613534,  800,   7.523,  31.128,   8.647,   1.882,  11.671,   3.242, 54,0,47,  250
01:56:33:928,903079783388,5.713523,  800,   1.523,  31.280,   8.689,   0.083,  11.680,   3.244, 53,0,47,  200
01:56:34:025,903323760584,5.811340, 2500,   1.181,  31.395,   8.721,   0.056,  11.685,   3.246, 53,0,47,  200
01:56:34:128,903578662013,5.913537,  800,   7.379,  32.149,   8.930,   2.178,  11.908,   3.308, 54,0,47,  200
01:56:34:223,903815590959,6.008528, 2500,   7.919,  32.902,   9.139,   2.002,  12.098,   3.360, 54,0,47,  300
01:56:34:325,904071119838,6.110976,  800,   5.924,  33.509,   9.308,   1.403,  12.242,   3.400, 53,0,47,  300
01:56:34:428,904326979363,6.213557,  800,   1.680,  33.681,   9.356,   0.035,  12.245,   3.401, 53,0,47,  300
01:56:34:526,904573288025,6.312308,  800,   1.530,  33.832,   9.398,   0.159,  12.261,   3.406, 52,0,47,  300
01:56:34:628,904825785425,6.413541,  800,   1.393,  33.973,   9.437,   0.067,  12.268,   3.408, 52,0,47,  250
01:56:34:723,905064620219,6.509296, 2500,   1.824,  34.148,   9.486,   0.291,  12.295,   3.415, 53,0,47,  250
01:56:34:823,905312935325,6.608852,  800,   7.433,  34.888,   9.691,   1.767,  12.471,   3.464, 53,0,47,  250
01:56:34:923,905562584623,6.708943, 2500,   5.941,  35.482,   9.856,   0.817,  12.553,   3.487, 53,0,47,  350
01:56:35:024,905813344963,6.809479,  800,   5.299,  36.015,  10.004,   0.487,  12.602,   3.501, 54,0,47,  350
01:56:35:128,906072905400,6.913544,  800,   4.320,  36.465,  10.129,   1.135,  12.720,   3.533, 53,0,47,  250
01:56:35:223,906311842588,7.009340,  800,   1.315,  36.591,  10.164,   0.111,  12.731,   3.536, 53,0,47,  250
01:56:35:323,906561144655,7.109292, 2500,   1.918,  36.782,  10.217,   0.277,  12.759,   3.544, 53,0,47,  250
01:56:35:423,906809457659,7.208847, 2500,   4.552,  37.236,  10.343,   1.023,  12.860,   3.572, 53,0,47,  200
01:56:35:523,907060045901,7.309315, 2500,   5.924,  37.831,  10.509,   1.514,  13.013,   3.615, 54,0,47,  200
01:56:35:625,907313508276,7.410934, 2500,   6.573,  38.499,  10.694,   1.411,  13.156,   3.654, 53,0,47,  250
01:56:35:728,907569302555,7.513489, 3400,   9.413,  39.464,  10.962,   3.139,  13.478,   3.744, 60,0,47,  300
01:56:35:828,907818992275,7.613596,  800,  11.073,  40.573,  11.270,   4.843,  13.963,   3.879, 54,0,47,  200
01:56:35:923,908056147763,7.708678,  800,   1.357,  40.702,  11.306,   0.067,  13.969,   3.880, 53,0,47,  200
01:56:36:024,908307461890,7.809436, 2500,   2.736,  40.977,  11.383,   0.385,  14.008,   3.891, 54,0,47,  200
01:56:36:123,908555553025,7.908903,  800,   8.935,  41.866,  11.629,   3.106,  14.317,   3.977, 54,0,47,  250
01:56:36:223,908804124647,8.008562, 2500,   7.377,  42.601,  11.834,   1.622,  14.479,   4.022, 54,0,47,  350
01:56:36:325,909058278875,8.110459,  800,   3.315,  42.939,  11.928,   0.329,  14.512,   4.031, 53,0,47,  350
01:56:36:427,909313759475,8.212887,  800,   1.110,  43.053,  11.959,   0.004,  14.512,   4.031, 54,0,47,  350
01:56:36:527,909563156615,8.312877, 2500,   1.203,  43.173,  11.993,   0.046,  14.517,   4.033, 53,0,47,  350
01:56:36:626,909810492315,8.412041, 2500,   5.829,  43.751,  12.153,   0.848,  14.601,   4.056, 53,0,47,  300
01:56:36:728,910063717013,8.513565,  800,   4.547,  44.213,  12.281,   0.501,  14.652,   4.070, 53,0,47,  350
01:56:36:826,910309590171,8.612142, 2500,   2.768,  44.486,  12.357,   0.776,  14.728,   4.091, 53,0,47,  350
01:56:36:923,910551337113,8.709065,  800,   1.256,  44.608,  12.391,   0.123,  14.740,   4.095, 52,0,47,  350
01:56:37:024,910801734113,8.809455,  800,   5.668,  45.177,  12.549,   1.006,  14.841,   4.123, 54,0,47,  300
01:56:37:126,911056161038,8.911462,  800,  10.092,  46.206,  12.835,   3.417,  15.190,   4.219, 54,0,47,  350
01:56:37:228,911310760188,9.013537,  800,   5.280,  46.745,  12.985,   0.702,  15.261,   4.239, 54,0,47,  350
01:56:37:323,911549717563,9.109341,  800,   2.031,  46.939,  13.039,   0.108,  15.272,   4.242, 52,0,47,  300
01:56:37:424,911801511444,9.210292, 2500,   6.193,  47.565,  13.212,   1.588,  15.432,   4.287, 54,0,47,  300
01:56:37:524,912049166226,9.309584, 3000,   6.341,  48.194,  13.387,   0.943,  15.526,   4.313, 54,0,47,  350
01:56:37:623,912297203673,9.409028, 2500,   7.459,  48.936,  13.593,   1.804,  15.705,   4.363, 53,0,47,  350
01:56:37:725,912552225942,9.511274, 3000,  11.322,  50.094,  13.915,   4.542,  16.170,   4.492, 61,0,47,  400
01:56:37:823,912795938753,9.608984, 2500,  10.782,  51.147,  14.208,   4.514,  16.611,   4.614, 55,0,47,  250
01:56:37:925,913049852577,9.710785, 2500,   8.447,  52.007,  14.446,   2.323,  16.847,   4.680, 55,0,47,  300
01:56:38:023,913293662773,9.808535, 2500,   8.135,  52.802,  14.667,   2.538,  17.095,   4.749, 56,0,47,  350
01:56:38:125,913547867297,9.910452, 3400,  13.769,  54.206,  15.057,   5.655,  17.671,   4.909, 61,0,47,  350
01:56:38:225,913799516657,10.011345, 2500,  15.221,  55.741,  15.484,   7.266,  18.405,   5.112, 58,0,47,  350
01:56:38:326,914051108537,10.112215, 2500,   7.882,  56.536,  15.705,   1.902,  18.596,   5.166, 55,0,47,  350
01:56:38:425,914296726757,10.210689, 2700,  14.827,  57.996,  16.110,   7.477,  19.333,   5.370, 56,0,47,  250
01:56:38:527,914551894374,10.312993, 2700,  17.051,  59.741,  16.595,   8.210,  20.173,   5.604, 59,0,47,  250
01:56:38:623,914790106649,10.408499, 3400,  15.076,  61.181,  16.995,   6.875,  20.829,   5.786, 59,0,47,  250
01:56:38:726,915048357317,10.512038, 2500,  16.423,  62.881,  17.467,   9.383,  21.801,   6.056, 57,0,47,  200
01:56:38:826,915297488891,10.611921, 2500,   6.491,  63.530,  17.647,   0.952,  21.896,   6.082, 55,0,47,  300
01:56:38:924,915541531488,10.709764, 3200,  12.373,  64.740,  17.983,   5.065,  22.392,   6.220, 56,0,47,  300
01:56:39:024,915790093981,10.809419, 2900,  19.023,  66.636,  18.510,   9.995,  23.388,   6.497, 59,0,47,  250
01:56:39:123,916037295530,10.908528, 2700,  20.059,  68.624,  19.062,  11.213,  24.499,   6.805, 60,0,47,  250
01:56:39:223,916287013523,11.008648, 2500,  14.077,  70.033,  19.454,   6.650,  25.165,   6.990, 57,0,47,  200
01:56:39:325,916542526959,11.111090, 2500,   6.145,  70.663,  19.629,   1.081,  25.275,   7.021, 55,0,47,  300
01:56:39:425,916791274535,11.210819, 2900,   9.259,  71.586,  19.885,   3.152,  25.590,   7.108, 56,0,47,  300
01:56:39:523,917035401587,11.308696, 2500,   8.582,  72.426,  20.118,   2.931,  25.877,   7.188, 56,0,47,  250
01:56:39:627,917294218916,11.412463, 3000,  11.396,  73.609,  20.447,   4.205,  26.313,   7.309, 59,0,47,  250
01:56:39:723,917534398921,11.508757, 3400,  17.460,  75.290,  20.914,   9.151,  27.194,   7.554, 60,0,47,  200
01:56:39:826,917791996650,11.612035,  800,  12.863,  76.618,  21.283,   6.937,  27.911,   7.753, 56,0,47,  200
01:56:39:923,918034269903,11.709169, 2500,   4.533,  77.059,  21.405,   1.435,  28.050,   7.792, 56,0,47,  200
01:56:40:024,918284419100,11.809460,  800,   6.736,  77.734,  21.593,   1.552,  28.206,   7.835, 55,0,47,  200
01:56:40:124,918534670524,11.909792, 3300,  10.809,  78.819,  21.894,   3.763,  28.583,   7.940, 59,0,47,  300
01:56:40:223,918781419719,12.008721, 2500,  10.986,  79.906,  22.196,   4.127,  28.992,   8.053, 57,0,47,  350
01:56:40:323,919030791975,12.108700, 3400,  12.598,  81.165,  22.546,   5.499,  29.541,   8.206, 63,0,47,  300
01:56:40:425,919286719703,12.211309, 2500,  12.374,  82.435,  22.899,   5.680,  30.124,   8.368, 56,0,47,  250
01:56:40:528,919541723625,12.313546,  800,   8.941,  83.349,  23.152,   2.606,  30.391,   8.442, 56,0,47,  250
01:56:40:627,919789129763,12.412738,  800,   8.891,  84.231,  23.397,   2.771,  30.665,   8.518, 56,0,47,  300
01:56:40:724,920030777547,12.509621, 3400,  13.027,  85.493,  23.748,   5.475,  31.196,   8.666, 60,0,47,  300
01:56:40:823,920279370601,12.609288, 3000,  17.979,  87.285,  24.246,   8.626,  32.056,   8.904, 57,0,47,  350
01:56:40:923,920528734359,12.709265, 2500,  12.057,  88.490,  24.581,   5.860,  32.641,   9.067, 56,0,47,  250
01:56:41:023,920778175983,12.809272, 2500,   4.394,  88.930,  24.703,   0.916,  32.733,   9.093, 55,0,47,  250
01:56:41:123,921027650143,12.909293, 2500,   7.396,  89.669,  24.908,   2.478,  32.981,   9.161, 55,0,47,  200
01:56:41:223,921277146387,13.009323, 2500,   4.196,  90.089,  25.025,   1.198,  33.101,   9.195, 55,0,47,  200
01:56:41:323,921526512347,13.109300, 2500,   4.369,  90.526,  25.146,   1.394,  33.240,   9.233, 55,0,47,  200
01:56:41:428,921786478713,13.213527,  800,   1.945,  90.729,  25.202,   0.264,  33.268,   9.241, 54,0,47,  200
01:56:41:528,922035961688,13.313552,  800,   2.087,  90.938,  25.260,   0.241,  33.292,   9.248, 54,0,47,  200
01:56:41:623,922274447735,13.409167, 2500,   1.771,  91.107,  25.307,   0.231,  33.314,   9.254, 53,0,47,  200
01:56:41:723,922524190131,13.509295, 2500,   2.816,  91.389,  25.386,   0.677,  33.382,   9.273, 54,0,47,  200
01:56:41:823,922772354213,13.608791,  800,   3.060,  91.693,  25.470,   0.912,  33.472,   9.298, 54,0,47,  200
01:56:41:923,923023263801,13.709387, 3000,   8.130,  92.511,  25.698,   4.077,  33.882,   9.412, 61,0,47,  200
01:56:42:023,923272618966,13.809360, 3000,  16.886,  94.199,  26.166,  10.076,  34.890,   9.692, 58,0,47,  200
01:56:42:124,923523026593,13.909755, 2500,  11.057,  95.309,  26.475,   4.663,  35.358,   9.822, 55,0,47,  250
01:56:42:223,923771324051,14.009304, 2500,   5.809,  95.888,  26.635,   1.470,  35.504,   9.862, 55,0,47,  250
01:56:42:323,924020664088,14.109271, 2500,   4.708,  96.358,  26.766,   1.107,  35.615,   9.893, 55,0,47,  250
01:56:42:424,924270784297,14.209551, 2500,   4.611,  96.821,  26.895,   1.146,  35.730,   9.925, 54,0,47,  250
01:56:42:528,924530137575,14.313532,  800,   7.112,  97.560,  27.100,   3.342,  36.077,  10.021, 55,0,47,  200
01:56:42:623,924767756101,14.408800, 3000,   2.615,  97.809,  27.169,   0.721,  36.146,  10.041, 55,0,47,  200
01:56:42:727,925027021479,14.512746, 2500,  11.092,  98.962,  27.490,   5.909,  36.760,  10.211, 55,0,47,  200
01:56:42:823,925267772285,14.609269, 2500,   8.685,  99.801,  27.722,   3.650,  37.112,  10.309, 55,0,47,  200
01:56:42:925,925520276471,14.710505, 2700,   8.598, 100.671,  27.964,   3.034,  37.419,  10.394, 55,0,47,  200
01:56:43:027,925775550360,14.812851, 2500,   7.917, 101.481,  28.189,   2.685,  37.694,  10.471, 55,0,47,  200
01:56:43:124,926016612244,14.909499, 2500,   7.295, 102.186,  28.385,   1.963,  37.884,  10.523, 54,0,47,  250
01:56:43:225,926268441672,15.010464, 3000,   8.075, 103.002,  28.612,   3.010,  38.188,  10.608, 54,0,47,  200
01:56:43:323,926514895972,15.109274, 3100,   6.435, 103.637,  28.788,   1.954,  38.381,  10.661, 55,0,47,  200
01:56:43:428,926774982125,15.213549,  800,   2.946, 103.945,  28.874,   0.467,  38.430,  10.675, 54,0,47,  200
01:56:43:526,927019611380,15.311627, 2500,  11.045, 105.028,  29.174,   5.842,  39.003,  10.834, 54,0,47,  250
01:56:43:627,927273278553,15.413329, 2500,   8.490, 105.891,  29.414,   2.218,  39.228,  10.897, 54,0,47,  350
01:56:43:726,927518138847,15.511500, 2800,  12.964, 107.164,  29.768,   4.743,  39.694,  11.026, 56,0,47,  450
01:56:43:823,927760755357,15.608771, 3000,  10.502, 108.185,  30.052,   3.812,  40.065,  11.129, 55,0,47,  450
01:56:43:923,928009648945,15.708559, 2500,  18.762, 110.058,  30.572,  10.539,  41.116,  11.421, 56,0,47,  400
01:56:44:023,928259095137,15.808569, 2500,  12.812, 111.339,  30.928,   4.904,  41.607,  11.557, 58,0,47,  400
01:56:44:126,928517657880,15.912233, 2500,   7.336, 112.100,  31.139,   2.716,  41.888,  11.636, 55,0,47,  300
01:56:44:223,928757919551,16.008561, 2500,   7.200, 112.793,  31.331,   2.618,  42.141,  11.706, 56,0,47,  250
01:56:44:326,929016015715,16.112038, 2500,   9.942, 113.822,  31.617,   3.619,  42.515,  11.810, 56,0,47,  200
01:56:44:423,929258540901,16.209273, 2500,   9.847, 114.779,  31.883,   3.680,  42.873,  11.909, 56,0,47,  200
01:56:44:523,929506619243,16.308734, 2500,   8.591, 115.634,  32.121,   3.229,  43.194,  11.998, 56,0,47,  200
01:56:44:625,929762367207,16.411270, 2500,   9.508, 116.609,  32.391,   3.552,  43.558,  12.099, 56,0,47,  200
01:56:44:723,930006782892,16.509263, 2500,   9.860, 117.575,  32.660,   3.882,  43.939,  12.205, 57,0,47,  200
01:56:44:824,930256977199,16.609572, 2500,   8.690, 118.447,  32.902,   3.232,  44.263,  12.295, 55,0,47,  200
01:56:44:928,930516309713,16.713545,  800,   3.118, 118.771,  32.992,   0.694,  44.335,  12.315, 55,0,47,  200
01:56:45:024,930755804945,16.809565, 3000,   2.056, 118.968,  33.047,   0.633,  44.396,  12.332, 55,0,47,  200
01:56:45:124,931006441321,16.910052, 2500,  20.451, 121.023,  33.618,  12.765,  45.678,  12.688, 58,0,47,  200
01:56:45:224,931254409435,17.009469, 2500,   8.914, 121.910,  33.864,   2.874,  45.964,  12.768, 55,0,47,  300
01:56:45:323,931503224763,17.109225,  800,   5.461, 122.454,  34.015,   0.573,  46.021,  12.784, 56,0,47,  350
01:56:45:425,931757703261,17.211253, 2500,   5.160, 122.981,  34.161,   0.523,  46.075,  12.798, 55,0,47,  350
01:56:45:528,932012717240,17.313494, 2500,   5.296, 123.522,  34.312,   0.470,  46.123,  12.812, 54,0,47,  300
01:56:45:628,932262268613,17.413546,  800,   4.896, 124.012,  34.448,   0.550,  46.178,  12.827, 55,0,47,  300
01:56:45:725,932504790925,17.510779,  800,   1.535, 124.161,  34.489,   0.125,  46.190,  12.831, 54,0,47,  300
01:56:45:828,932761086288,17.613535,  800,   1.113, 124.276,  34.521,   0.037,  46.194,  12.832, 54,0,47,  300
01:56:45:926,933006315638,17.711854,  800,   1.055, 124.380,  34.550,   0.011,  46.195,  12.832, 53,0,47,  300
01:56:46:024,933249768875,17.809460,  800,   1.014, 124.479,  34.577,   0.008,  46.195,  12.832, 53,0,47,  300
01:56:46:128,933509451538,17.913574,  800,   3.754, 124.869,  34.686,   0.861,  46.285,  12.857, 53,0,47,  200
01:56:46:225,933751737251,18.010713, 3300,  16.952, 126.516,  35.143,  10.202,  47.276,  13.132, 64,0,47,  200
01:56:46:328,934008117250,18.113502, 3000,  20.453, 128.618,  35.727,  12.883,  48.600,  13.500, 64,0,47,  200
01:56:46:423,934245198538,18.208554,  800,  11.983, 129.757,  36.044,   6.744,  49.241,  13.678, 57,0,47,  200
01:56:46:523,934496199650,18.309187,  800,   1.906, 129.949,  36.097,   0.113,  49.253,  13.681, 55,0,47,  200
01:56:46:625,934748765250,18.410447,  800,   2.644, 130.217,  36.171,   0.546,  49.308,  13.697, 55,0,47,  200
01:56:46:723,934994457250,18.508952,  800,   1.784, 130.393,  36.220,   0.256,  49.333,  13.704, 55,0,47,  200
01:56:46:824,935245001080,18.609402, 2500,   2.827, 130.677,  36.299,   0.851,  49.419,  13.727, 56,0,47,  200
01:56:46:923,935493006413,18.708833, 2800,  10.372, 131.708,  36.586,   5.882,  50.004,  13.890, 58,0,47,  200
01:56:47:024,935745275135,18.809975, 2900,  21.245, 133.857,  37.182,  13.743,  51.394,  14.276, 60,0,47,  200
01:56:47:123,935991520476,18.908701, 2500,  18.829, 135.716,  37.699,  11.568,  52.536,  14.593, 57,0,47,  200
01:56:47:223,936241809627,19.009048, 2500,   3.716, 136.088,  37.802,   0.925,  52.628,  14.619, 55,0,47,  200
01:56:47:324,936492702397,19.109638, 2500,   2.649, 136.355,  37.876,   0.272,  52.656,  14.627, 55,0,47,  200
01:56:47:428,936751848913,19.213536,  800,   2.901, 136.656,  37.960,   0.409,  52.698,  14.638, 55,0,47,  200
01:56:47:523,936988761095,19.308521, 2500,   3.093, 136.950,  38.042,   0.497,  52.746,  14.652, 54,0,47,  200
01:56:47:625,937243031109,19.410464, 2500,   2.838, 137.239,  38.122,   0.389,  52.785,  14.663, 54,0,47,  200
01:56:47:726,937494965707,19.511471, 2500,   2.273, 137.469,  38.186,   0.303,  52.816,  14.671, 54,0,47,  200
01:56:47:828,937749619575,19.613568,  800,   1.331, 137.605,  38.224,   0.074,  52.823,  14.673, 54,0,47,  200
01:56:47:928,937998950800,19.713532,  800,   1.215, 137.726,  38.257,   0.017,  52.825,  14.674, 54,0,47,  200
01:56:48:025,938241398080,19.810736, 2500,   2.514, 137.971,  38.325,   0.586,  52.882,  14.689, 54,0,47,  200
01:56:48:125,938491067198,19.910834, 3000,   4.705, 138.442,  38.456,   1.335,  53.016,  14.727, 55,0,47,  200
01:56:48:225,938740708000,20.010922,  800,   4.151, 138.857,  38.571,   1.154,  53.131,  14.759, 54,0,47,  200
01:56:48:325,938990994191,20.111268, 2500,   1.311, 138.989,  38.608,   0.030,  53.134,  14.760, 53,0,47,  200
01:56:48:426,939241728188,20.211794,  800,   1.271, 139.116,  38.643,   0.036,  53.138,  14.761, 53,0,47,  200
01:56:48:527,939494516994,20.313144, 2500,   8.806, 140.009,  38.891,   3.107,  53.453,  14.848, 54,0,47,  250
01:56:48:628,939744923988,20.413538,  800,   2.831, 140.293,  38.970,   0.286,  53.481,  14.856, 54,0,47,  200
01:56:48:726,939991409540,20.512361, 2500,   5.266, 140.814,  39.115,   2.188,  53.698,  14.916, 54,0,47,  200
01:56:48:824,940233861819,20.609566, 2500,   2.584, 141.065,  39.185,   0.351,  53.732,  14.926, 54,0,47,  200
01:56:48:928,940493292913,20.713579,  800,   3.100, 141.387,  39.274,   0.802,  53.815,  14.949, 54,0,47,  200
01:56:49:023,940730941676,20.808859, 2500,   2.045, 141.582,  39.328,   0.152,  53.830,  14.953, 54,0,47,  200
01:56:49:124,940982572350,20.909744, 2500,   4.422, 142.028,  39.452,   1.072,  53.938,  14.983, 53,0,47,  200
01:56:49:227,941239685665,21.012828, 2500,   4.248, 142.466,  39.574,   1.162,  54.058,  15.016, 54,0,47,  200
01:56:49:323,941479160272,21.108839, 3000,   1.829, 142.642,  39.623,   0.139,  54.071,  15.020, 54,0,47,  200
01:56:49:423,941729663221,21.209272, 2500,   5.601, 143.204,  39.779,   1.677,  54.239,  15.067, 54,0,47,  200
01:56:49:523,941979062484,21.309263, 2500,   8.458, 144.050,  40.014,   2.978,  54.537,  15.149, 55,0,47,  200
01:56:49:627,942236931111,21.412649, 2500,   8.926, 144.973,  40.270,   3.386,  54.887,  15.246, 56,0,47,  200
01:56:49:727,942485969292,21.512495, 2500,   7.749, 145.746,  40.485,   2.703,  55.157,  15.321, 55,0,47,  200
01:56:49:823,942727375909,21.609282, 2500,   3.587, 146.094,  40.582,   1.042,  55.258,  15.349, 55,0,47,  200
01:56:49:923,942976754066,21.709264, 2500,   6.994, 146.793,  40.776,   2.128,  55.471,  15.409, 55,0,47,  200
01:56:50:023,943226204515,21.809275, 2500,   8.218, 147.615,  41.004,   2.868,  55.758,  15.488, 55,0,47,  200
01:56:50:125,943480199239,21.911108, 2500,   9.794, 148.612,  41.281,   4.185,  56.184,  15.607, 55,0,47,  200
01:56:50:223,943725062749,22.009280, 2500,   7.711, 149.369,  41.491,   2.657,  56.445,  15.679, 56,0,47,  200
01:56:50:323,943974458979,22.109270, 3000,  10.847, 150.454,  41.793,   4.672,  56.912,  15.809, 57,0,47,  200
01:56:50:424,944226318277,22.210247, 3300,  21.148, 152.589,  42.386,  13.608,  58.286,  16.190, 62,0,47,  200
01:56:50:525,944476826244,22.310682, 3300,  15.867, 154.183,  42.829,   8.864,  59.176,  16.438, 57,0,47,  200
01:56:50:624,944723409875,22.409544, 3000,  16.225, 155.787,  43.274,   9.217,  60.087,  16.691, 59,0,47,  200
